,user_id,report_time,update_time,kwh,appliance_kwh
13835,user_417,2024-05-08 00:00:00,2024-05-09 00:00:00,11.47,"0.0483,0.153,0.0982,0.0,0.0072"
13836,user_187,2024-05-08 00:00:00,2024-05-09 00:00:00,8.06,"0.0572,0.2073,0.0669,0.0,0.0"
13837,user_188,2024-05-08 00:00:00,2024-05-09 00:00:00,6.01,"0.0637,0.2718,0.049,0.058,0.0055"
13838,user_189,2024-05-08 00:00:00,2024-05-09 00:00:00,13.93,"0.0327,0.1121,0.0558,0.0421,0.0026"
13839,user_190,2024-05-08 00:00:00,2024-05-09 00:00:00,6.97,"0.0,0.2158,0.0608,0.0,0.0"
13840,user_191,2024-05-08 00:00:00,2024-05-09 00:00:00,18.95,"0.0256,0.0945,0.0,0.0,0.0027"
13841,user_192,2024-05-08 00:00:00,2024-05-09 00:00:00,22.95,"0.0182,0.0639,0.0825,0.0288,0.0012"
13842,user_193,2024-05-08 00:00:00,2024-05-09 00:00:00,13.07,"0.0384,0.1246,0.0551,0.0462,0.0034"
13843,user_195,2024-05-08 00:00:00,2024-05-09 00:00:00,10.78,"0.0388,0.1249,0.0549,0.047,0.0033"
13844,user_196,2024-05-08 00:00:00,2024-05-09 00:00:00,12.92,"0.0288,0.1031,0.0529,0.0389,0.0023"
13845,user_198,2024-05-08 00:00:00,2024-05-09 00:00:00,6.41,"0.0509,0.2087,0.0444,0.0549,0.0043"
13846,user_199,2024-05-08 00:00:00,2024-05-09 00:00:00,10.94,"0.0449,0.1378,0.0536,0.0516,0.0039"
13847,user_200,2024-05-08 00:00:00,2024-05-09 00:00:00,4.37,"0.0536,0.2188,0.0406,0.0,0.0051"
13848,user_201,2024-05-08 00:00:00,2024-05-09 00:00:00,15.36,"0.0221,0.0796,0.0563,0.0333,0.0015"
13849,user_203,2024-05-08 00:00:00,2024-05-09 00:00:00,5.91,"0.0561,0.1729,0.0464,0.0653,0.0071"
13850,user_205,2024-05-08 00:00:00,2024-05-09 00:00:00,16.97,"0.0197,0.0782,0.0848,0.0294,0.0022"
13851,user_206,2024-05-08 00:00:00,2024-05-09 00:00:00,2.24,"0.115,0.2754,0.0687,0.0796,0.0297"
13852,user_593,2024-05-08 00:00:00,2024-05-09 00:00:00,8.02,"0.035,0.1162,0.0587,0.0448,0.0028"
13853,user_687,2024-05-08 00:00:00,2024-05-09 00:00:00,7.27,"0.0257,0.0988,0.0848,0.0345,0.0044"
13854,user_207,2024-05-08 00:00:00,2024-05-09 00:00:00,4.7,"0.0538,0.1942,0.0463,0.0626,0.0063"
13855,user_538,2024-05-08 00:00:00,2024-05-09 00:00:00,7.43,"0.0475,0.1433,0.0564,0.0532,0.0042"
13856,user_208,2024-05-08 00:00:00,2024-05-09 00:00:00,6.68,"0.0567,0.1886,0.0668,0.0595,0.0093"
13857,user_209,2024-05-08 00:00:00,2024-05-09 00:00:00,9.48,"0.0439,0.1351,0.0546,0.051,0.0038"
13858,user_210,2024-05-08 00:00:00,2024-05-09 00:00:00,5.95,"0.0481,0.1474,0.0468,0.0591,0.0052"
13859,user_211,2024-05-08 00:00:00,2024-05-09 00:00:00,12.83,"0.0291,0.1065,0.0649,0.038,0.0038"
13860,user_212,2024-05-08 00:00:00,2024-05-09 00:00:00,6.83,"0.0515,0.1645,0.0528,0.0,0.0055"
13861,user_213,2024-05-08 00:00:00,2024-05-09 00:00:00,6.84,"0.043,0.135,0.0504,0.0514,0.004"
13862,user_594,2024-05-08 00:00:00,2024-05-09 00:00:00,6.48,"0.0451,0.1496,0.1034,0.0454,0.0084"
13863,user_214,2024-05-08 00:00:00,2024-05-09 00:00:00,11.45,"0.0349,0.116,0.0585,0.0446,0.0028"
13864,user_215,2024-05-08 00:00:00,2024-05-09 00:00:00,16.8,"0.023,0.0828,0.0944,0.0318,0.0026"
13865,user_216,2024-05-08 00:00:00,2024-05-09 00:00:00,5.17,"0.0543,0.2346,0.0355,0.0651,0.0046"
13866,user_217,2024-05-08 00:00:00,2024-05-09 00:00:00,5.02,"0.0564,0.1987,0.0443,0.0,0.0064"
13867,user_218,2024-05-08 00:00:00,2024-05-09 00:00:00,7.78,"0.0438,0.1345,0.0545,0.0493,0.004"
13868,user_539,2024-05-08 00:00:00,2024-05-09 00:00:00,4.43,"0.0415,0.1358,0.0892,0.0518,0.0117"
13869,user_219,2024-05-08 00:00:00,2024-05-09 00:00:00,4.66,"0.0534,0.1737,0.0441,0.0633,0.0062"
13870,user_220,2024-05-08 00:00:00,2024-05-09 00:00:00,9.29,"0.0497,0.1575,0.0567,0.0,0.0051"
13871,user_221,2024-05-08 00:00:00,2024-05-09 00:00:00,3.62,"0.0,0.1896,0.0571,0.0643,0.0091"
13872,user_595,2024-05-08 00:00:00,2024-05-09 00:00:00,9.14,"0.0411,0.1347,0.0916,0.0458,0.0061"
13873,user_222,2024-05-08 00:00:00,2024-05-09 00:00:00,8.62,"0.0364,0.122,0.0641,0.0439,0.0039"
13874,user_223,2024-05-08 00:00:00,2024-05-09 00:00:00,24.71,"0.0227,0.0864,0.1184,0.0342,0.003"
13875,user_224,2024-05-08 00:00:00,2024-05-09 00:00:00,13.43,"0.0247,0.0948,0.1059,0.0335,0.0044"
13876,user_225,2024-05-08 00:00:00,2024-05-09 00:00:00,1.21,"0.1221,0.2822,0.0687,0.0874,0.0352"
13877,user_226,2024-05-08 00:00:00,2024-05-09 00:00:00,9.23,"0.0413,0.1306,0.0522,0.0483,0.0036"
13878,user_227,2024-05-08 00:00:00,2024-05-09 00:00:00,15.05,"0.0282,0.0982,0.0786,0.0384,0.0027"
13879,user_669,2024-05-08 00:00:00,2024-05-09 00:00:00,7.98,"0.0411,0.1227,0.0708,0.0,0.0046"
13880,user_228,2024-05-08 00:00:00,2024-05-09 00:00:00,7.02,"0.0482,0.1479,0.0832,0.0504,0.006"
13881,user_596,2024-05-08 00:00:00,2024-05-09 00:00:00,6.2,"0.0518,0.1511,0.0511,0.0643,0.0059"
13882,user_230,2024-05-08 00:00:00,2024-05-09 00:00:00,12.91,"0.0265,0.0977,0.0587,0.0365,0.0026"
13883,user_231,2024-05-08 00:00:00,2024-05-09 00:00:00,1.69,"0.107,0.2733,0.0608,0.0,0.0234"
13884,user_638,2024-05-08 00:00:00,2024-05-09 00:00:00,3.52,"0.0557,0.2089,0.0356,0.0,0.0069"
13885,user_597,2024-05-08 00:00:00,2024-05-09 00:00:00,8.94,"0.038,0.1235,0.0539,0.0,0.0032"
13886,user_232,2024-05-08 00:00:00,2024-05-09 00:00:00,1.09,"0.1266,0.2752,0.0834,0.0,0.0532"
13887,user_598,2024-05-08 00:00:00,2024-05-09 00:00:00,2.59,"0.0724,0.2766,0.0525,0.0,0.0078"
13888,user_234,2024-05-08 00:00:00,2024-05-09 00:00:00,7.19,"0.0556,0.1959,0.0473,0.0573,0.006"
13889,user_658,2024-05-08 00:00:00,2024-05-09 00:00:00,2.83,"0.0697,0.27,0.0502,0.0677,0.0064"
13890,user_235,2024-05-08 00:00:00,2024-05-09 00:00:00,0.7,"0.0491,0.1575,0.0871,0.05,0.0069"
13891,user_236,2024-05-08 00:00:00,2024-05-09 00:00:00,3.93,"0.0661,0.2582,0.0479,0.0,0.0063"
13892,user_237,2024-05-08 00:00:00,2024-05-09 00:00:00,8.91,"0.0232,0.0917,0.0823,0.0,0.0036"
13893,user_557,2024-05-08 00:00:00,2024-05-09 00:00:00,5.73,"0.0541,0.1666,0.0497,0.0634,0.0066"
13894,user_238,2024-05-08 00:00:00,2024-05-09 00:00:00,5.92,"0.0536,0.1754,0.0651,0.0,0.0079"
13895,user_239,2024-05-08 00:00:00,2024-05-09 00:00:00,1.54,"0.1061,0.2531,0.0916,0.0958,0.0361"
13896,user_240,2024-05-08 00:00:00,2024-05-09 00:00:00,6.54,"0.0367,0.1209,0.0542,0.0451,0.003"
13897,user_688,2024-05-08 00:00:00,2024-05-09 00:00:00,7.37,"0.038,0.1317,0.1025,0.0,0.0073"
13898,user_241,2024-05-08 00:00:00,2024-05-09 00:00:00,13.6,"0.0188,0.0799,0.1,0.0266,0.0025"
13899,user_242,2024-05-08 00:00:00,2024-05-09 00:00:00,7.82,"0.0338,0.1196,0.1215,0.0382,0.0082"
13900,user_243,2024-05-08 00:00:00,2024-05-09 00:00:00,4.13,"0.0541,0.2602,0.0404,0.0566,0.0035"
13901,user_244,2024-05-08 00:00:00,2024-05-09 00:00:00,9.3,"0.0449,0.1402,0.0655,0.0493,0.005"
13902,user_245,2024-05-08 00:00:00,2024-05-09 00:00:00,0.58,"0.0,0.0,0.0589,0.0,0.0382"
13903,user_246,2024-05-08 00:00:00,2024-05-09 00:00:00,9.83,"0.0214,0.0914,0.0941,0.0262,0.0026"
13904,user_639,2024-05-08 00:00:00,2024-05-09 00:00:00,5.85,"0.0549,0.178,0.045,0.0649,0.0065"
13905,user_689,2024-05-08 00:00:00,2024-05-09 00:00:00,20.78,"0.0271,0.096,0.0802,0.0,0.0022"
13906,user_599,2024-05-08 00:00:00,2024-05-09 00:00:00,3.42,"0.0597,0.2663,0.0457,0.0586,0.005"
13907,user_247,2024-05-08 00:00:00,2024-05-09 00:00:00,6.61,"0.0504,0.1575,0.0489,0.0574,0.0054"
13908,user_248,2024-05-08 00:00:00,2024-05-09 00:00:00,4.55,"0.0593,0.2566,0.0453,0.0645,0.0044"
13909,user_249,2024-05-08 00:00:00,2024-05-09 00:00:00,8.54,"0.0,0.1004,0.0852,0.0348,0.0046"
13910,user_670,2024-05-08 00:00:00,2024-05-09 00:00:00,2.58,"0.0,0.2549,0.0564,0.0763,0.0091"
13911,user_640,2024-05-08 00:00:00,2024-05-09 00:00:00,6.58,"0.0373,0.1267,0.0397,0.0484,0.0038"
13912,user_659,2024-05-08 00:00:00,2024-05-09 00:00:00,1.98,"0.0,0.2577,0.0,0.0727,0.0162"
13913,user_641,2024-05-08 00:00:00,2024-05-09 00:00:00,4.38,"0.0526,0.197,0.0413,0.065,0.0052"
13914,user_250,2024-05-08 00:00:00,2024-05-09 00:00:00,8.13,"0.0329,0.1133,0.0524,0.042,0.0027"
13915,user_600,2024-05-08 00:00:00,2024-05-09 00:00:00,2.49,"0.0757,0.269,0.0519,0.0716,0.0084"
13916,user_251,2024-05-08 00:00:00,2024-05-09 00:00:00,8.81,"0.0368,0.1211,0.0544,0.0453,0.0031"
13917,user_252,2024-05-08 00:00:00,2024-05-09 00:00:00,3.31,"0.0693,0.2662,0.0433,0.0,0.0078"
13918,user_623,2024-05-08 00:00:00,2024-05-09 00:00:00,4.52,"0.0583,0.2527,0.0447,0.0725,0.005"
13919,user_671,2024-05-08 00:00:00,2024-05-09 00:00:00,13.69,"0.0229,0.0852,0.0791,0.0334,0.0025"
13920,user_253,2024-05-08 00:00:00,2024-05-09 00:00:00,13.07,"0.0,0.1243,0.0629,0.0,0.0034"
13921,user_642,2024-05-08 00:00:00,2024-05-09 00:00:00,6.97,"0.0218,0.0871,0.0585,0.0,0.0029"
13922,user_558,2024-05-08 00:00:00,2024-05-09 00:00:00,6.82,"0.0518,0.1611,0.0517,0.06,0.0058"
13923,user_254,2024-05-08 00:00:00,2024-05-09 00:00:00,8.07,"0.025,0.0889,0.0994,0.034,0.0025"
13924,user_255,2024-05-08 00:00:00,2024-05-09 00:00:00,9.03,"0.0401,0.1276,0.0541,0.0478,0.0034"
13925,user_256,2024-05-08 00:00:00,2024-05-09 00:00:00,8.93,"0.0441,0.1383,0.0472,0.0511,0.0042"
13926,user_540,2024-05-08 00:00:00,2024-05-09 00:00:00,2.89,"0.0858,0.2613,0.0577,0.082,0.014"
13927,user_643,2024-05-08 00:00:00,2024-05-09 00:00:00,3.42,"0.0644,0.2604,0.0486,0.0683,0.0056"
13928,user_257,2024-05-08 00:00:00,2024-05-09 00:00:00,3.8,"0.0609,0.2125,0.0397,0.0,0.0071"
13929,user_258,2024-05-08 00:00:00,2024-05-09 00:00:00,5.41,"0.0521,0.1967,0.0431,0.0,0.0052"
13930,user_259,2024-05-08 00:00:00,2024-05-09 00:00:00,6.59,"0.0535,0.1689,0.0492,0.0,0.0064"
13931,user_260,2024-05-08 00:00:00,2024-05-09 00:00:00,1.01,"0.1292,0.288,0.0693,0.0,0.0512"
13932,user_261,2024-05-08 00:00:00,2024-05-09 00:00:00,5.79,"0.0559,0.1845,0.0469,0.0657,0.0067"
13933,user_262,2024-05-08 00:00:00,2024-05-09 00:00:00,3.49,"0.0543,0.2413,0.0389,0.0673,0.0047"
13934,user_690,2024-05-08 00:00:00,2024-05-09 00:00:00,8.05,"0.0318,0.1121,0.0596,0.0404,0.0035"
13935,user_263,2024-05-08 00:00:00,2024-05-09 00:00:00,11.98,"0.0485,0.1487,0.0587,0.0542,0.0044"
13936,user_264,2024-05-08 00:00:00,2024-05-09 00:00:00,4.8,"0.0572,0.2051,0.0438,0.0,0.0065"
13937,user_579,2024-05-08 00:00:00,2024-05-09 00:00:00,3.97,"0.0541,0.2481,0.0414,0.0573,0.0041"
13938,user_265,2024-05-08 00:00:00,2024-05-09 00:00:00,5.9,"0.0514,0.1626,0.0462,0.0583,0.006"
13939,user_644,2024-05-08 00:00:00,2024-05-09 00:00:00,1.82,"0.097,0.2591,0.0851,0.0916,0.0285"
13940,user_266,2024-05-08 00:00:00,2024-05-09 00:00:00,4.18,"0.0,0.2498,0.048,0.0567,0.0052"
13941,user_267,2024-05-08 00:00:00,2024-05-09 00:00:00,3.66,"0.0576,0.2431,0.0396,0.0695,0.0056"
13942,user_691,2024-05-08 00:00:00,2024-05-09 00:00:00,4.43,"0.0554,0.2545,0.0384,0.0644,0.0043"
13943,user_268,2024-05-08 00:00:00,2024-05-09 00:00:00,10.32,"0.0337,0.1147,0.055,0.0428,0.0027"
13944,user_269,2024-05-08 00:00:00,2024-05-09 00:00:00,2.92,"0.0911,0.267,0.0614,0.0765,0.013"
13945,user_692,2024-05-08 00:00:00,2024-05-09 00:00:00,4.06,"0.05,0.242,0.0364,0.0,0.0035"
13946,user_559,2024-05-08 00:00:00,2024-05-09 00:00:00,5.13,"0.0553,0.1725,0.0476,0.0624,0.0067"
13947,user_560,2024-05-08 00:00:00,2024-05-09 00:00:00,3.25,"0.0719,0.2765,0.0499,0.0661,0.0065"
13948,user_270,2024-05-08 00:00:00,2024-05-09 00:00:00,4.69,"0.0535,0.239,0.0403,0.0,0.0042"
13949,user_672,2024-05-08 00:00:00,2024-05-09 00:00:00,16.37,"0.0241,0.0876,0.0855,0.0349,0.0024"
13950,user_693,2024-05-08 00:00:00,2024-05-09 00:00:00,17.84,"0.0,0.0896,0.074,0.0,0.0015"
13951,user_271,2024-05-08 00:00:00,2024-05-09 00:00:00,3.84,"0.0549,0.2535,0.0414,0.0621,0.0037"
13952,user_272,2024-05-08 00:00:00,2024-05-09 00:00:00,24.71,"0.0149,0.0563,0.0897,0.0265,0.0009"
13953,user_645,2024-05-08 00:00:00,2024-05-09 00:00:00,3.71,"0.0543,0.2569,0.0402,0.0605,0.0039"
13954,user_273,2024-05-08 00:00:00,2024-05-09 00:00:00,7.95,"0.0517,0.1636,0.0522,0.0,0.0056"
13955,user_561,2024-05-08 00:00:00,2024-05-09 00:00:00,8.62,"0.0361,0.1231,0.1287,0.0401,0.0077"
13956,user_624,2024-05-08 00:00:00,2024-05-09 00:00:00,4.96,"0.054,0.2032,0.0412,0.0,0.0055"
13957,user_541,2024-05-08 00:00:00,2024-05-09 00:00:00,3.2,"0.0704,0.2706,0.0483,0.072,0.0074"
13958,user_274,2024-05-08 00:00:00,2024-05-09 00:00:00,1.2,"0.0,0.2538,0.0,0.0,0.0507"
13959,user_275,2024-05-08 00:00:00,2024-05-09 00:00:00,6.49,"0.0515,0.1613,0.048,0.0593,0.0059"
13960,user_276,2024-05-08 00:00:00,2024-05-09 00:00:00,6.44,"0.0471,0.1419,0.053,0.0552,0.0044"
13961,user_277,2024-05-08 00:00:00,2024-05-09 00:00:00,4.43,"0.0567,0.1899,0.0413,0.0656,0.0066"
13962,user_278,2024-05-08 00:00:00,2024-05-09 00:00:00,0.77,"0.1251,0.4429,0.0272,0.0761,0.0825"
13963,user_279,2024-05-08 00:00:00,2024-05-09 00:00:00,6.41,"0.0574,0.1868,0.0476,0.0614,0.0071"
13964,user_280,2024-05-08 00:00:00,2024-05-09 00:00:00,12.89,"0.0,0.0772,0.0841,0.0304,0.0022"
13965,user_673,2024-05-08 00:00:00,2024-05-09 00:00:00,5.34,"0.0429,0.1786,0.0321,0.0,0.0068"
13966,user_281,2024-05-08 00:00:00,2024-05-09 00:00:00,8.89,"0.051,0.1519,0.0494,0.0619,0.0057"
13967,user_282,2024-05-08 00:00:00,2024-05-09 00:00:00,5.59,"0.0544,0.1685,0.0459,0.0624,0.0067"
13968,user_283,2024-05-08 00:00:00,2024-05-09 00:00:00,2.0,"0.0886,0.2656,0.059,0.0,0.0124"
13969,user_285,2024-05-08 00:00:00,2024-05-09 00:00:00,6.74,"0.0475,0.1424,0.0528,0.0545,0.0054"
13970,user_286,2024-05-08 00:00:00,2024-05-09 00:00:00,6.19,"0.0558,0.1894,0.061,0.0586,0.0079"
13971,user_660,2024-05-08 00:00:00,2024-05-09 00:00:00,0.26,"0.0791,0.2661,0.0829,0.0792,0.0188"
13972,user_287,2024-05-08 00:00:00,2024-05-09 00:00:00,13.59,"0.017,0.0636,0.0802,0.0,0.0013"
13973,user_288,2024-05-08 00:00:00,2024-05-09 00:00:00,2.62,"0.103,0.2676,0.0579,0.0849,0.0243"
13974,user_289,2024-05-08 00:00:00,2024-05-09 00:00:00,4.47,"0.0478,0.2187,0.0372,0.0584,0.0036"
13975,user_291,2024-05-08 00:00:00,2024-05-09 00:00:00,21.65,"0.0166,0.0661,0.0995,0.0273,0.0011"
13976,user_292,2024-05-08 00:00:00,2024-05-09 00:00:00,6.2,"0.0535,0.1695,0.0493,0.0611,0.0064"
13977,user_603,2024-05-08 00:00:00,2024-05-09 00:00:00,3.22,"0.0571,0.2643,0.0397,0.0614,0.0042"
13978,user_293,2024-05-08 00:00:00,2024-05-09 00:00:00,4.68,"0.0484,0.2351,0.0355,0.0,0.0034"
13979,user_294,2024-05-08 00:00:00,2024-05-09 00:00:00,16.89,"0.0291,0.1024,0.0717,0.0423,0.0022"
13980,user_694,2024-05-08 00:00:00,2024-05-09 00:00:00,3.95,"0.0585,0.1967,0.0671,0.0632,0.0103"
13981,user_604,2024-05-08 00:00:00,2024-05-09 00:00:00,4.11,"0.06,0.1845,0.0843,0.0656,0.0155"
13982,user_295,2024-05-08 00:00:00,2024-05-09 00:00:00,6.15,"0.0478,0.1454,0.0493,0.0594,0.005"
13983,user_296,2024-05-08 00:00:00,2024-05-09 00:00:00,10.37,"0.0,0.1205,0.0657,0.0474,0.0034"
13984,user_297,2024-05-08 00:00:00,2024-05-09 00:00:00,10.46,"0.0248,0.0926,0.0433,0.0,0.002"
13985,user_298,2024-05-08 00:00:00,2024-05-09 00:00:00,11.83,"0.037,0.118,0.0644,0.0474,0.003"
13986,user_299,2024-05-08 00:00:00,2024-05-09 00:00:00,7.2,"0.0514,0.164,0.053,0.0576,0.0054"
13987,user_674,2024-05-08 00:00:00,2024-05-09 00:00:00,3.87,"0.063,0.2826,0.0412,0.0581,0.0048"
13988,user_675,2024-05-08 00:00:00,2024-05-09 00:00:00,3.7,"0.0561,0.2014,0.0397,0.0672,0.006"
13989,user_300,2024-05-08 00:00:00,2024-05-09 00:00:00,11.2,"0.0326,0.1139,0.1116,0.0402,0.0056"
13990,user_301,2024-05-08 00:00:00,2024-05-09 00:00:00,3.46,"0.0598,0.2753,0.0418,0.0565,0.0044"
13991,user_302,2024-05-08 00:00:00,2024-05-09 00:00:00,15.85,"0.0428,0.1294,0.0647,0.0502,0.0038"
13992,user_605,2024-05-08 00:00:00,2024-05-09 00:00:00,6.39,"0.036,0.1216,0.0529,0.0,0.0034"
13993,user_303,2024-05-08 00:00:00,2024-05-09 00:00:00,3.95,"0.0541,0.2349,0.0399,0.0653,0.0048"
13994,user_581,2024-05-08 00:00:00,2024-05-09 00:00:00,10.9,"0.0254,0.0973,0.1008,0.034,0.0046"
13995,user_626,2024-05-08 00:00:00,2024-05-09 00:00:00,12.8,"0.0247,0.0942,0.1005,0.0339,0.0043"
13996,user_695,2024-05-08 00:00:00,2024-05-09 00:00:00,9.57,"0.0411,0.1262,0.0628,0.05,0.0035"
13997,user_542,2024-05-08 00:00:00,2024-05-09 00:00:00,8.03,"0.0362,0.1197,0.0556,0.0459,0.003"
13998,user_304,2024-05-08 00:00:00,2024-05-09 00:00:00,2.98,"0.0652,0.2579,0.0419,0.0798,0.0074"
13999,user_606,2024-05-08 00:00:00,2024-05-09 00:00:00,19.41,"0.026,0.0933,0.0719,0.0389,0.0017"
14000,user_305,2024-05-08 00:00:00,2024-05-09 00:00:00,2.16,"0.075,0.251,0.062,0.0746,0.0116"
14001,user_306,2024-05-08 00:00:00,2024-05-09 00:00:00,6.37,"0.0505,0.2034,0.0424,0.0569,0.0045"
14002,user_307,2024-05-08 00:00:00,2024-05-09 00:00:00,3.11,"0.0674,0.2658,0.0474,0.0716,0.0067"
14003,user_308,2024-05-08 00:00:00,2024-05-09 00:00:00,4.73,"0.0,0.1882,0.0418,0.0681,0.0066"
14004,user_696,2024-05-08 00:00:00,2024-05-09 00:00:00,7.25,"0.0409,0.1306,0.0515,0.0,0.0037"
14005,user_309,2024-05-08 00:00:00,2024-05-09 00:00:00,3.56,"0.0564,0.1806,0.0566,0.0659,0.0095"
14006,user_661,2024-05-08 00:00:00,2024-05-09 00:00:00,2.66,"0.1258,0.3435,0.041,0.0866,0.0759"
14007,user_310,2024-05-08 00:00:00,2024-05-09 00:00:00,4.86,"0.0,0.2119,0.0411,0.0635,0.0055"
14008,user_311,2024-05-08 00:00:00,2024-05-09 00:00:00,9.02,"0.0,0.0766,0.0586,0.0225,0.0013"
14009,user_312,2024-05-08 00:00:00,2024-05-09 00:00:00,17.73,"0.0,0.08,0.0755,0.0346,0.0014"
14010,user_313,2024-05-08 00:00:00,2024-05-09 00:00:00,1.33,"0.0278,0.0992,0.0759,0.0391,0.0024"
14011,user_314,2024-05-08 00:00:00,2024-05-09 00:00:00,7.27,"0.047,0.1592,0.0393,0.0681,0.0069"
14012,user_315,2024-05-08 00:00:00,2024-05-09 00:00:00,24.93,"0.0196,0.0776,0.1009,0.0278,0.002"
14013,user_316,2024-05-08 00:00:00,2024-05-09 00:00:00,15.02,"0.024,0.0844,0.0639,0.0354,0.0015"
14014,user_317,2024-05-08 00:00:00,2024-05-09 00:00:00,6.42,"0.0426,0.1372,0.0498,0.0591,0.0046"
14015,user_627,2024-05-08 00:00:00,2024-05-09 00:00:00,6.06,"0.0501,0.1443,0.0567,0.0636,0.0055"
14016,user_646,2024-05-08 00:00:00,2024-05-09 00:00:00,4.92,"0.0558,0.2405,0.0389,0.0648,0.0051"
14017,user_562,2024-05-08 00:00:00,2024-05-09 00:00:00,3.77,"0.0573,0.2293,0.0592,0.0606,0.0074"
14018,user_318,2024-05-08 00:00:00,2024-05-09 00:00:00,4.45,"0.0639,0.2709,0.0421,0.0666,0.0057"
14019,user_319,2024-05-08 00:00:00,2024-05-09 00:00:00,12.97,"0.0398,0.125,0.0597,0.0489,0.0033"
14020,user_320,2024-05-08 00:00:00,2024-05-09 00:00:00,12.53,"0.0272,0.0949,0.0649,0.038,0.0019"
14021,user_321,2024-05-08 00:00:00,2024-05-09 00:00:00,13.72,"0.0244,0.0901,0.1015,0.0347,0.0031"
14022,user_322,2024-05-08 00:00:00,2024-05-09 00:00:00,12.7,"0.0392,0.1243,0.0592,0.0484,0.0032"
14023,user_323,2024-05-08 00:00:00,2024-05-09 00:00:00,13.65,"0.0,0.0973,0.0676,0.0396,0.0019"
14024,user_324,2024-05-08 00:00:00,2024-05-09 00:00:00,9.7,"0.0406,0.1244,0.065,0.0497,0.0035"
14025,user_325,2024-05-08 00:00:00,2024-05-09 00:00:00,4.03,"0.0445,0.1603,0.0467,0.06,0.0083"
14026,user_608,2024-05-08 00:00:00,2024-05-09 00:00:00,16.53,"0.0,0.1015,0.086,0.0397,0.0029"
14027,user_326,2024-05-08 00:00:00,2024-05-09 00:00:00,9.78,"0.0418,0.1311,0.0539,0.0491,0.0036"
14028,user_327,2024-05-08 00:00:00,2024-05-09 00:00:00,6.63,"0.0483,0.1472,0.048,0.0587,0.0052"
14029,user_328,2024-05-08 00:00:00,2024-05-09 00:00:00,4.38,"0.0507,0.2434,0.0397,0.0572,0.0033"
14030,user_329,2024-05-08 00:00:00,2024-05-09 00:00:00,5.05,"0.0516,0.2275,0.0422,0.056,0.0039"
14031,user_662,2024-05-08 00:00:00,2024-05-09 00:00:00,1.59,"0.0986,0.2701,0.0722,0.0945,0.0231"
14032,user_563,2024-05-08 00:00:00,2024-05-09 00:00:00,1.24,"0.0455,0.1405,0.0508,0.0513,0.0041"
14033,user_647,2024-05-08 00:00:00,2024-05-09 00:00:00,4.84,"0.0579,0.2067,0.041,0.0671,0.0064"
14034,user_330,2024-05-08 00:00:00,2024-05-09 00:00:00,2.99,"0.0632,0.2629,0.0503,0.0615,0.0061"
14035,user_331,2024-05-08 00:00:00,2024-05-09 00:00:00,10.05,"0.029,0.1034,0.0538,0.0,0.0023"
14036,user_332,2024-05-08 00:00:00,2024-05-09 00:00:00,19.69,"0.0183,0.0676,0.0917,0.0305,0.0014"
14037,user_333,2024-05-08 00:00:00,2024-05-09 00:00:00,3.71,"0.0734,0.2799,0.0527,0.071,0.0074"
14038,user_334,2024-05-08 00:00:00,2024-05-09 00:00:00,5.25,"0.0573,0.2508,0.0383,0.0665,0.0053"
14039,user_335,2024-05-08 00:00:00,2024-05-09 00:00:00,1.29,"0.1144,0.2673,0.0801,0.0968,0.0335"
14040,user_336,2024-05-08 00:00:00,2024-05-09 00:00:00,6.34,"0.0545,0.1768,0.0571,0.0602,0.0075"
14041,user_337,2024-05-08 00:00:00,2024-05-09 00:00:00,7.18,"0.0332,0.1169,0.1282,0.0375,0.0082"
14042,user_338,2024-05-08 00:00:00,2024-05-09 00:00:00,1.74,"0.1132,0.2804,0.0642,0.079,0.0243"
14043,user_543,2024-05-08 00:00:00,2024-05-09 00:00:00,9.26,"0.0244,0.0848,0.0709,0.0338,0.002"
14044,user_340,2024-05-08 00:00:00,2024-05-09 00:00:00,4.47,"0.0522,0.2093,0.043,0.0605,0.0052"
14045,user_341,2024-05-08 00:00:00,2024-05-09 00:00:00,24.35,"0.0,0.0837,0.0866,0.0342,0.0"
14046,user_565,2024-05-08 00:00:00,2024-05-09 00:00:00,2.23,"0.0,0.2619,0.0546,0.0,0.0097"
14047,user_342,2024-05-08 00:00:00,2024-05-09 00:00:00,11.68,"0.0282,0.1005,0.0929,0.0381,0.0034"
14048,user_343,2024-05-08 00:00:00,2024-05-09 00:00:00,9.32,"0.0264,0.1027,0.0982,0.0308,0.0041"
14049,user_344,2024-05-08 00:00:00,2024-05-09 00:00:00,6.31,"0.0249,0.0909,0.0477,0.0287,0.0015"
14050,user_345,2024-05-08 00:00:00,2024-05-09 00:00:00,7.5,"0.0444,0.1374,0.0617,0.0501,0.0045"
14051,user_346,2024-05-08 00:00:00,2024-05-09 00:00:00,2.77,"0.0633,0.2664,0.0463,0.0667,0.0053"
14052,user_347,2024-05-08 00:00:00,2024-05-09 00:00:00,6.28,"0.0276,0.1055,0.0449,0.0316,0.0"
14053,user_348,2024-05-08 00:00:00,2024-05-09 00:00:00,2.92,"0.0852,0.2752,0.0708,0.0854,0.0152"
14054,user_349,2024-05-08 00:00:00,2024-05-09 00:00:00,5.65,"0.0549,0.1656,0.0456,0.0678,0.007"
14055,user_350,2024-05-08 00:00:00,2024-05-09 00:00:00,12.58,"0.0,0.0962,0.0743,0.0382,0.0023"
